,Highest Offense Description,Family Violence,Occurred Date,Location Type,Zip Code,Latitude,Longitude
638541,THEFT,N,2020-02-21,COMMERCIAL / OFFICE BUILDING,78613,30.46710903,-97.80735017
638557,BURGLARY OF VEHICLE,N,2020-01-04,PARKING /DROP LOT/ GARAGE,78727,30.4281255,-97.68480702
638563,FAMILY DISTURBANCE,N,2019-02-02,RESIDENCE / HOME,78758,30.40977797,-97.69537019
638576,THEFT,N,2019-03-12,SHELTER-MISSION / HOMELESS,78703,30.26969347,-97.75921417
638583,BURGLARY OF VEHICLE,N,2020-08-23,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26902284,-97.74626319
638600,BURGLARY OF VEHICLE,N,2020-10-11,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78745,30.19434659,-97.77889473
638640,BURGLARY OF VEHICLE,N,2021-06-20,PARKING /DROP LOT/ GARAGE,78741,30.23820927,-97.72624303
638652,BURGLARY OF VEHICLE,N,2019-04-10,PARKING /DROP LOT/ GARAGE,78701,30.26386602,-97.7379703
638674,FAMILY DISTURBANCE,N,2021-01-26,RESIDENCE / HOME,78750,30.45422312,-97.80131336
638732,BURGLARY OF VEHICLE,N,2020-01-05,RESIDENCE / HOME,78722,30.2941989,-97.71697195
638746,BURGLARY OF VEHICLE,N,2020-06-22,COMMERCIAL / OFFICE BUILDING,78704,30.25408651,-97.74711642
638749,THEFT,N,2019-03-03,RESIDENCE / HOME,78704,30.25571158,-97.7625396
638826,FAMILY DISTURBANCE,N,2020-10-15,RESIDENCE / HOME,78759,30.40398501,-97.73089506
638842,FAMILY DISTURBANCE,N,2020-12-21,RESIDENCE / HOME,78729,30.44234236,-97.76988964
638861,THEFT,N,2019-01-22,PARKING /DROP LOT/ GARAGE,78749,30.22976219,-97.86444516
638894,FAMILY DISTURBANCE,N,2019-09-14,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.27280162,-97.73348087
638895,BURGLARY OF VEHICLE,N,2021-12-07,RESIDENCE / HOME,78703,30.28845694,-97.76089417
638900,CRIMINAL MISCHIEF,N,2021-04-04,RESIDENCE / HOME,78721,30.27915105,-97.69066905
638920,FAMILY DISTURBANCE,N,2019-02-02,RESIDENCE / HOME,78759,30.36612725,-97.74316996
638926,THEFT,N,2020-01-16,HOTEL / MOTEL / ETC.,78741,30.22058847,-97.69124521
638951,THEFT,N,2019-08-30,RESIDENCE / HOME,78758,30.35850633,-97.6999662
638967,FAMILY DISTURBANCE,N,2019-08-15,RESIDENCE / HOME,78724,30.31200626,-97.66065274
638991,THEFT,N,2020-09-12,BAR / NIGHTCLUB,78701,30.26724139,-97.74085795
639021,THEFT,N,2021-02-14,OTHER / UNKNOWN,78702,30.26156218,-97.71948173
639033,FAMILY DISTURBANCE,N,2021-06-08,RESIDENCE / HOME,78753,30.37203421,-97.68427935
639051,BURGLARY OF VEHICLE,N,2021-06-25,RESTAURANT,78752,30.32503455,-97.70614582
639066,FAMILY DISTURBANCE,N,2021-10-01,RESIDENCE / HOME,78759,30.37893547,-97.74275297
639067,FAMILY DISTURBANCE,N,2020-08-16,RESIDENCE / HOME,78729,30.45158022,-97.77413585
639106,BURGLARY OF VEHICLE,N,2019-04-18,SERVICE/ GAS STATION,78735,30.24646369,-97.88806121
639121,CRIMINAL MISCHIEF,N,2020-03-03,RESIDENCE / HOME,78758,30.39292951,-97.7034265
639122,CRIMINAL MISCHIEF,N,2019-06-28,COMMERCIAL / OFFICE BUILDING,78753,30.34466319,-97.67846686
639135,CRIMINAL MISCHIEF,N,2019-06-15,RESIDENCE / HOME,78702,30.27266812,-97.71840469
639147,CRIMINAL MISCHIEF,N,2021-07-29,RESIDENCE / HOME,78758,30.41260065,-97.6958102
639157,BURGLARY OF VEHICLE,N,2020-08-06,PARKING /DROP LOT/ GARAGE,78759,30.39551171,-97.75024887
639165,THEFT,N,2020-06-13,BAR / NIGHTCLUB,78701,30.26628759,-97.73586154
639171,THEFT,N,2021-07-19,CONSTRUCTION SITE,78712,30.29034668,-97.73961935
639184,BURGLARY OF VEHICLE,N,2021-03-05,RESIDENCE / HOME,78731,30.36111463,-97.74936863
639186,FAMILY DISTURBANCE,N,2021-11-17,SERVICE/ GAS STATION,78704,30.24773821,-97.77365558
639236,FAMILY DISTURBANCE,N,2019-04-05,PARKING /DROP LOT/ GARAGE,78723,30.29930666,-97.67369234
639241,FAMILY DISTURBANCE,N,2019-06-19,RESIDENCE / HOME,78758,30.37065386,-97.71969052
639275,FAMILY DISTURBANCE,N,2021-05-15,RESIDENCE / HOME,78739,30.19288313,-97.86911072
639291,THEFT,N,2019-09-03,DEPARTMENT / DISCOUNT STORE,78723,30.31157357,-97.7085284
639341,BURGLARY OF VEHICLE,N,2021-02-20,OTHER / UNKNOWN,78736,30.24770862,-97.89638306
639358,THEFT,N,2020-02-01,BAR / NIGHTCLUB,78758,30.40120965,-97.72289492
639362,CRIMINAL MISCHIEF,N,2021-07-26,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78705,30.28833996,-97.74797337
639366,CRIMINAL MISCHIEF,N,2021-03-15,RESIDENCE / HOME,78724,30.29805517,-97.64429426
639370,CRIMINAL MISCHIEF,N,2021-08-18,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78758,30.37977487,-97.69033186
639385,BURGLARY OF VEHICLE,N,2020-09-10,RESIDENCE / HOME,78758,30.40386925,-97.69800365
639392,FAMILY DISTURBANCE,N,2019-07-10,RESIDENCE / HOME,78704,30.2379795,-97.76936251
639393,THEFT,N,2019-11-24,COMMERCIAL / OFFICE BUILDING,78756,30.31047863,-97.74217525
639400,THEFT,N,2019-10-18,BAR / NIGHTCLUB,78701,30.2589174,-97.73901894
639409,FAMILY DISTURBANCE,N,2020-09-20,RESIDENCE / HOME,78749,30.2001765,-97.84661866
639425,BURGLARY OF VEHICLE,N,2019-05-02,PARKING /DROP LOT/ GARAGE,78701,30.26627424,-97.74825693
639441,FAMILY DISTURBANCE,N,2020-01-31,PARKING /DROP LOT/ GARAGE,78741,30.23581695,-97.72262067
639458,FAMILY DISTURBANCE,N,2021-02-06,RESIDENCE / HOME,78729,30.45092914,-97.78260369
639573,BURGLARY OF VEHICLE,N,2019-05-22,PARKING /DROP LOT/ GARAGE,78745,30.18517102,-97.79213281
639628,BURGLARY OF VEHICLE,N,2020-01-21,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78704,30.22729456,-97.76305212
639645,THEFT,N,2021-07-01,RESIDENCE / HOME,78744,30.16582974,-97.73779239
639696,FAMILY DISTURBANCE,N,2019-03-27,RESIDENCE / HOME,78758,30.37119483,-97.71452465
639701,THEFT,N,2019-01-18,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.2679761,-97.73761583
639786,THEFT,N,2021-06-12,DEPARTMENT / DISCOUNT STORE,78724,30.28463003,-97.65780747
639789,BURGLARY OF VEHICLE,N,2021-03-30,OTHER / UNKNOWN,78758,30.39602299,-97.70513789
639794,BURGLARY OF VEHICLE,N,2021-10-03,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78705,30.29551645,-97.73224778
639800,CRIMINAL MISCHIEF,N,2021-11-15,COMMERCIAL / OFFICE BUILDING,78725,30.26976028,-97.6520946
639802,BURGLARY OF VEHICLE,N,2019-05-30,PARKING /DROP LOT/ GARAGE,78748,30.18153143,-97.84472427
639838,FAMILY DISTURBANCE,N,2020-10-12,PARKING /DROP LOT/ GARAGE,78741,30.22818914,-97.72810346
639883,THEFT,N,2019-12-31,PARK / PLAYGROUND,78704,30.2527469,-97.77436232
639890,CRIMINAL MISCHIEF,N,2020-07-14,PARKING /DROP LOT/ GARAGE,78704,30.25255839,-97.76453069
639952,FAMILY DISTURBANCE,N,2021-10-26,RESIDENCE / HOME,78758,30.37210693,-97.7177099
639973,FAMILY DISTURBANCE,N,2020-06-05,RESIDENCE / HOME,78750,30.44209445,-97.80816772
639988,FAMILY DISTURBANCE,N,2019-05-17,DRUG STORE / DOCTOR'S OFFICE / HOSPITAL,78754,30.33833356,-97.6770905
639990,THEFT,N,2021-01-16,RESTAURANT,78705,30.28685282,-97.7450152
639995,THEFT,N,2021-11-29,GROCERY / SUPERMARKET,78723,30.3044613,-97.68181067
639999,THEFT,N,2019-05-13,RESTAURANT,78701,30.26386602,-97.7379703
640055,FAMILY DISTURBANCE,N,2020-04-02,RESIDENCE / HOME,78723,30.31464064,-97.69408134
640100,FAMILY DISTURBANCE,N,2020-05-19,RESIDENCE / HOME,78756,30.32592164,-97.74243899
640103,THEFT,N,2019-08-06,RESTAURANT,78723,30.31159533,-97.70757681
640117,CRIMINAL MISCHIEF,N,2019-05-01,COMMERCIAL / OFFICE BUILDING,78703,30.27327179,-97.75757878
640118,BURGLARY OF VEHICLE,N,2019-05-15,RESIDENCE / HOME,78757,30.37325594,-97.73540698
640154,THEFT,N,2020-08-26,RESIDENCE / HOME,78757,30.35758583,-97.73887366
640165,FAMILY DISTURBANCE,N,2020-11-14,RESIDENCE / HOME,78744,30.19563771,-97.74649003
640192,FAMILY DISTURBANCE,N,2020-07-25,RESIDENCE / HOME,78747,30.15200469,-97.76304144
640197,FAMILY DISTURBANCE,N,2021-03-22,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.25420224,-97.70979337
640203,THEFT,N,2020-01-03,RESIDENCE / HOME,78753,30.36861074,-97.67103251
640301,FAMILY DISTURBANCE,N,2020-04-11,RESIDENCE / HOME,78723,30.29930666,-97.67369234
640308,BURGLARY OF VEHICLE,N,2019-07-11,PARKING /DROP LOT/ GARAGE,78757,30.34799828,-97.71479606
640330,BURGLARY OF VEHICLE,N,2020-05-29,RESIDENCE / HOME,78749,30.22001818,-97.84824232
640343,CRIMINAL MISCHIEF,N,2020-11-08,RESIDENCE / HOME,78752,30.32915114,-97.68006682
640409,CRIMINAL MISCHIEF,N,2021-05-04,RESIDENCE / HOME,78744,30.18470088,-97.74627631
640424,BURGLARY OF VEHICLE,N,2020-01-02,RESIDENCE / HOME,78749,30.20564056,-97.84007553
640441,CRIMINAL MISCHIEF,N,2020-03-25,LIQUOR STORE,78756,30.3270502,-97.74057933
640459,BURGLARY OF VEHICLE,N,2020-04-17,PARKING /DROP LOT/ GARAGE,78741,30.24518463,-97.73032488
640471,FAMILY DISTURBANCE,N,2021-11-06,AIR / BUS / TRAIN TERMINAL,78719,30.20282691,-97.66737166
640498,CRIMINAL MISCHIEF,N,2020-06-11,RESIDENCE / HOME,78703,30.28133318,-97.76512442
640505,BURGLARY OF VEHICLE,N,2019-06-16,PARKING /DROP LOT/ GARAGE,78753,30.36685695,-97.69196411
640511,BURGLARY OF VEHICLE,N,2020-01-30,HOTEL / MOTEL / ETC.,78752,30.32368736,-97.7049619
640517,THEFT,N,2019-02-10,RESTAURANT,78758,30.40273819,-97.7238086
640538,BURGLARY OF VEHICLE,N,2019-05-15,RESIDENCE / HOME,78747,30.14794165,-97.7402316
640562,FAMILY DISTURBANCE,N,2020-08-19,RESIDENCE / HOME,78744,30.17755232,-97.76030747
640582,THEFT,N,2019-12-03,SERVICE/ GAS STATION,78749,30.20684149,-97.83565267
640620,BURGLARY OF VEHICLE,N,2021-12-10,RESIDENCE / HOME,78702,30.25969748,-97.71571128
640648,THEFT,N,2020-10-06,CONSTRUCTION SITE,78705,30.28844684,-97.74795466
640721,THEFT,N,2019-09-21,GROCERY / SUPERMARKET,78751,30.30046387,-97.71965158
640821,THEFT,N,2020-09-10,RESIDENCE / HOME,78723,30.29948141,-97.70804903
640833,CRIMINAL MISCHIEF,N,2021-11-26,RESIDENCE / HOME,78758,30.35483776,-97.70723055
640866,BURGLARY OF VEHICLE,N,2021-01-22,PARKING /DROP LOT/ GARAGE,78759,30.41296623,-97.71999667
640915,BURGLARY OF VEHICLE,N,2021-03-15,PARKING /DROP LOT/ GARAGE,78758,30.3711527,-97.69421907
640931,BURGLARY OF VEHICLE,N,2020-03-09,RESIDENCE / HOME,78703,30.26770499,-97.75497387
640936,THEFT,N,2020-12-16,RESIDENCE / HOME,78751,30.30529048,-97.73018075
640978,BURGLARY OF VEHICLE,N,2019-09-25,RESIDENCE / HOME,78758,30.35440793,-97.70665555
640995,FAMILY DISTURBANCE,N,2021-12-24,RESIDENCE / HOME,78748,30.17603312,-97.83157417
641001,FAMILY DISTURBANCE,N,2020-07-12,RESIDENCE / HOME,78749,30.19699858,-97.84159666
641053,THEFT,N,2020-11-24,RESIDENCE / HOME,78741,30.23973812,-97.71651521
641057,CRIMINAL MISCHIEF,N,2020-05-25,COMMERCIAL / OFFICE BUILDING,78703,30.27133377,-97.75134077
641108,THEFT,N,2019-01-31,RESIDENCE / HOME,78722,30.2941989,-97.71697195
641174,FAMILY DISTURBANCE,N,2020-02-01,RESIDENCE / HOME,78748,30.17026772,-97.80173567
641180,THEFT,N,2019-04-22,SHOPPING MALL,78744,30.19723953,-97.76334511
641198,CRIMINAL MISCHIEF,N,2019-06-20,GOVERNMENT / PUBLIC BUILDING,78758,30.41434665,-97.69618765
641228,FAMILY DISTURBANCE,N,2020-11-28,SERVICE/ GAS STATION,78729,30.46132722,-97.79282129
641302,FAMILY DISTURBANCE,N,2020-08-26,RESIDENCE / HOME,78758,30.37117004,-97.71587022
641309,FAMILY DISTURBANCE,N,2021-07-22,RESIDENCE / HOME,78753,30.35019863,-97.68786317
641329,CRIMINAL MISCHIEF,N,2019-11-12,PARKING /DROP LOT/ GARAGE,78704,30.23396557,-97.77673189
641347,BURGLARY OF VEHICLE,N,2019-05-06,PARKING /DROP LOT/ GARAGE,78701,30.28041525,-97.74370159
641360,BURGLARY OF VEHICLE,N,2019-07-30,PARKING /DROP LOT/ GARAGE,78753,30.40295363,-97.67534813
641395,FAMILY DISTURBANCE,N,2019-01-18,RESIDENCE / HOME,78704,30.24200034,-97.7568829
641399,BURGLARY OF VEHICLE,N,2019-01-15,PARKING /DROP LOT/ GARAGE,78759,30.40689651,-97.7186635
641436,CRIMINAL MISCHIEF,N,2019-04-28,RESIDENCE / HOME,78701,30.27056346,-97.74901027
641484,FAMILY DISTURBANCE,N,2020-04-07,OTHER / UNKNOWN,78613,30.46629202,-97.80846061
641489,CRIMINAL MISCHIEF,N,2020-07-27,RESTAURANT,78731,30.35445207,-97.75463714
641522,THEFT,N,2019-02-12,COMMERCIAL / OFFICE BUILDING,78704,30.24799338,-97.76949894
641575,THEFT,N,2019-03-28,RESIDENCE / HOME,78752,30.34050756,-97.71944184
641580,FAMILY DISTURBANCE,N,2021-12-13,RESIDENCE / HOME,78731,30.35544891,-97.75155327
641622,BURGLARY OF VEHICLE,N,2020-08-01,OTHER / UNKNOWN,78735,30.24911365,-97.89217561
641637,FAMILY DISTURBANCE,N,2019-10-30,RESIDENCE / HOME,78741,30.21362012,-97.72146304
641642,FAMILY DISTURBANCE,N,2019-02-16,RESIDENCE / HOME,78741,30.22350129,-97.72533837
641670,FAMILY DISTURBANCE,N,2021-07-11,RESIDENCE / HOME,78741,30.23918183,-97.69689751
641717,FAMILY DISTURBANCE,N,2019-04-06,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78741,30.21906873,-97.69077057
641718,BURGLARY OF VEHICLE,N,2020-04-26,PARK / PLAYGROUND,78704,30.2438696,-97.80055369
641773,BURGLARY OF VEHICLE,N,2021-06-17,PARKING /DROP LOT/ GARAGE,78758,30.40275606,-97.71914703
641780,CRIMINAL MISCHIEF,N,2019-08-21,RESIDENCE / HOME,78748,30.18402447,-97.82464013
641799,BURGLARY OF VEHICLE,N,2019-12-21,RESIDENCE / HOME,78758,30.3967807,-97.72731711
641829,BURGLARY OF VEHICLE,N,2019-10-07,COMMERCIAL / OFFICE BUILDING,78758,30.38657953,-97.72244396
641874,THEFT,N,2020-08-11,OTHER / UNKNOWN,78753,30.37472968,-97.6768366
641876,THEFT,N,2021-11-06,OTHER / UNKNOWN,78723,30.32029813,-97.69541662
641880,THEFT,N,2020-04-20,RESIDENCE / HOME,78704,30.23801687,-97.76683384
641939,CRIMINAL MISCHIEF,N,2019-07-14,PARKING /DROP LOT/ GARAGE,78748,30.15613523,-97.7923582
641944,BURGLARY OF VEHICLE,N,2021-11-12,RESIDENCE / HOME,78741,30.22840368,-97.71838693
641961,THEFT,N,2019-07-30,RESIDENCE / HOME,78752,30.33653085,-97.71016405
641979,BURGLARY OF VEHICLE,N,2019-11-22,RESIDENCE / HOME,78747,30.15747238,-97.73796935
642051,BURGLARY OF VEHICLE,N,2019-06-22,RESTAURANT,78758,30.35865998,-97.69954654
642052,BURGLARY OF VEHICLE,N,2019-03-25,SPECIALTY  STORE,78757,30.37000892,-97.72678764
642053,CRIMINAL MISCHIEF,N,2019-07-03,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78617,30.17355309,-97.61174485
642056,FAMILY DISTURBANCE,N,2019-06-20,RESIDENCE / HOME,78751,30.30131809,-97.7168994
642063,FAMILY DISTURBANCE,N,2019-08-18,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78744,30.16576904,-97.73724011
642064,BURGLARY OF VEHICLE,N,2019-06-22,PARKING /DROP LOT/ GARAGE,78704,30.22602826,-97.76189814
642069,THEFT,N,2020-04-06,RESIDENCE / HOME,78759,30.4123592,-97.74050929
642072,THEFT,N,2019-10-14,PARKING /DROP LOT/ GARAGE,78753,30.38907973,-97.64783433
642118,THEFT,N,2019-10-31,AIR / BUS / TRAIN TERMINAL,78701,30.27019477,-97.74341808
642160,BURGLARY OF VEHICLE,N,2020-04-30,PARKING /DROP LOT/ GARAGE,78704,30.23209873,-97.75877506
642173,THEFT,N,2019-01-18,DEPARTMENT / DISCOUNT STORE,78759,30.39283702,-97.74417834
642201,BURGLARY OF VEHICLE,N,2021-04-04,OTHER / UNKNOWN,78729,30.46721421,-97.78691606
642236,THEFT,N,2019-06-20,GOVERNMENT / PUBLIC BUILDING,78721,30.27800457,-97.6926905
642255,BURGLARY OF VEHICLE,N,2019-04-27,PARKING /DROP LOT/ GARAGE,78759,30.39160411,-97.7324475
642264,FAMILY DISTURBANCE,N,2020-12-09,PARKING /DROP LOT/ GARAGE,78745,30.20479524,-97.77532536
642295,THEFT,N,2021-03-10,RESIDENCE / HOME,78704,30.25255839,-97.76453069
642329,BURGLARY OF VEHICLE,N,2019-02-12,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78702,30.26411947,-97.72958624
642347,FAMILY DISTURBANCE,N,2020-04-25,RESIDENCE / HOME,78723,30.31554109,-97.70229583
642397,CRIMINAL MISCHIEF,N,2019-05-13,RESTAURANT,78758,30.35365607,-97.70580073
642438,FAMILY DISTURBANCE,N,2021-09-08,RESIDENCE / HOME,78751,30.31066955,-97.71273731
642481,BURGLARY OF VEHICLE,N,2020-01-28,PARKING /DROP LOT/ GARAGE,78703,30.28262043,-97.75827685
642538,FAMILY DISTURBANCE,N,2019-09-10,RESIDENCE / HOME,78750,30.45693591,-97.81548691
642578,CRIMINAL MISCHIEF,N,2021-07-07,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78736,30.23078189,-97.87929551
642666,FAMILY DISTURBANCE,N,2021-07-03,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26726112,-97.7381642
642716,FAMILY DISTURBANCE,N,2021-11-14,RESIDENCE / HOME,78723,30.3139281,-97.68886706
642743,FAMILY DISTURBANCE,N,2020-12-27,RESIDENCE / HOME,78753,30.37957621,-97.66135898
642749,CRIMINAL MISCHIEF,N,2020-04-07,RESIDENCE / HOME,78752,30.32888331,-97.70203662
642760,BURGLARY OF VEHICLE,N,2019-12-30,PARKING /DROP LOT/ GARAGE,78753,30.3522535,-97.69281751
642770,CRIMINAL MISCHIEF,N,2020-04-16,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78701,30.26741215,-97.73774506
642776,CRIMINAL MISCHIEF,N,2021-03-10,PARKING /DROP LOT/ GARAGE,78752,30.33775648,-97.70125556
642785,BURGLARY OF VEHICLE,N,2021-01-11,PARKING /DROP LOT/ GARAGE,78759,30.40943014,-97.71868998
642790,THEFT,N,2019-08-13,OTHER / UNKNOWN,78701,30.26403923,-97.74476501
642874,BURGLARY OF VEHICLE,N,2019-06-19,PARKING /DROP LOT/ GARAGE,78704,30.25255839,-97.76453069
642879,CRIMINAL MISCHIEF,N,2021-09-28,RESIDENCE / HOME,78758,30.38697657,-97.69680615
642884,FAMILY DISTURBANCE,N,2020-11-07,RESIDENCE / HOME,78741,30.23040142,-97.72977629
642939,THEFT,N,2020-02-06,OTHER / UNKNOWN,78704,30.22792392,-97.77870028
642944,THEFT,N,2020-01-29,RESIDENCE / HOME,78727,30.42522907,-97.73430127
642962,THEFT,N,2020-03-15,OTHER / UNKNOWN,78704,30.25571158,-97.7625396
642965,FAMILY DISTURBANCE,N,2019-07-02,RESIDENCE / HOME,78753,30.34887091,-97.6852326
642969,FAMILY DISTURBANCE,N,2021-08-15,RESIDENCE / HOME,78753,30.35878271,-97.69093881
643048,THEFT,N,2019-11-03,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE,78702,30.25172754,-97.6986997
643087,CRIMINAL MISCHIEF,N,2020-12-12,RESIDENCE / HOME,78752,30.32504879,-97.69973484
643093,FAMILY DISTURBANCE,N,2019-01-05,RESIDENCE / HOME,78723,30.30839491,-97.68556351
643140,THEFT,N,2019-11-05,SERVICE/ GAS STATION,78753,30.38107994,-97.68573119
643153,FAMILY DISTURBANCE,N,2020-11-07,RESIDENCE / HOME,78704,30.24608752,-97.76689493
643156,BURGLARY OF VEHICLE,N,2019-02-07,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78703,30.29296032,-97.76588627
643210,BURGLARY OF VEHICLE,N,2019-10-06,RESIDENCE / HOME,78751,30.31699484,-97.71648066
643232,CRIMINAL MISCHIEF,N,2021-08-04,RESIDENCE / HOME,78758,30.37424422,-97.71071787
643245,BURGLARY OF VEHICLE,N,2020-01-09,RESIDENCE / HOME,78753,30.35249301,-97.67525444
643320,CRIMINAL MISCHIEF,N,2020-01-01,RESIDENCE / HOME,78727,30.44139787,-97.74748262
643332,FAMILY DISTURBANCE,N,2020-12-15,RESIDENCE / HOME,78723,30.30818162,-97.69990987
643334,BURGLARY OF VEHICLE,N,2021-03-19,PARKING /DROP LOT/ GARAGE,78722,30.29622061,-97.71765563
643450,CRIMINAL MISCHIEF,N,2019-03-27,HOTEL / MOTEL / ETC.,78744,30.21085265,-97.75345136
643459,CRIMINAL MISCHIEF,N,2021-08-19,OTHER / UNKNOWN,78702,30.26488176,-97.73421376
643468,BURGLARY OF VEHICLE,N,2019-10-03,RESIDENCE / HOME,78702,30.2657098,-97.70308986
643489,FAMILY DISTURBANCE,N,2019-07-21,RESIDENCE / HOME,78751,30.29967733,-97.73019586
643521,CRIMINAL MISCHIEF,N,2020-04-05,RESIDENCE / HOME,78758,30.37169526,-97.71357533
643636,FAMILY DISTURBANCE,N,2020-08-28,RESIDENCE / HOME,78745,30.21004192,-97.78977809
643653,FAMILY DISTURBANCE,N,2021-07-10,RESIDENCE / HOME,78745,30.19835661,-97.78925936
643657,BURGLARY OF VEHICLE,N,2021-06-02,PARKING /DROP LOT/ GARAGE,78703,30.27497772,-97.77050923
643687,BURGLARY OF VEHICLE,N,2020-04-16,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,78749,30.19567656,-97.8588004
643799,FAMILY DISTURBANCE,N,2019-05-13,RESTAURANT,78729,30.44299408,-97.78410882
643824,BURGLARY OF VEHICLE,N,2020-08-20,RESIDENCE / HOME,78748,30.16454989,-97.79548563
643842,BURGLARY OF VEHICLE,N,2019-02-12,PARKING /DROP LOT/ GARAGE,78751,30.30432344,-97.716726
643873,BURGLARY OF VEHICLE,N,2019-11-11,RESTAURANT,78756,30.30598028,-97.74427714
643937,BURGLARY OF VEHICLE,N,2020-03-17,RESIDENCE / HOME,78750,30.45847488,-97.81220211
643943,BURGLARY OF VEHICLE,N,2021-10-19,PARKING /DROP LOT/ GARAGE,78731,30.34358238,-97.77135976
643948,FAMILY DISTURBANCE,N,2019-06-22,RESIDENCE / HOME,78723,30.28723584,-97.70250327
644020,BURGLARY OF VEHICLE,N,2021-09-24,RESTAURANT,78701,30.25843294,-97.73859158
644025,FAMILY DISTURBANCE,N,2021-05-31,RESIDENCE / HOME,78704,30.24824713,-97.7739367
644035,FAMILY DISTURBANCE,N,2020-03-19,RESIDENCE / HOME,78752,30.32998652,-97.69041803
644051,THEFT,N,2019-03-10,AIR / BUS / TRAIN TERMINAL,78748,30.18191755,-97.83983292
644083,BURGLARY OF VEHICLE,N,2020-12-23,PARKING /DROP LOT/ GARAGE,78746,30.25788603,-97.80700704
644122,CRIMINAL MISCHIEF,N,2019-02-03,PARKING /DROP LOT/ GARAGE,78723,30.28698019,-97.7039839
644123,BURGLARY OF VEHICLE,N,2021-09-17,OTHER / UNKNOWN,78759,30.40196548,-97.73642287
644142,BURGLARY OF VEHICLE,N,2021-12-06,PARKING /DROP LOT/ GARAGE,78702,30.26908233,-97.73140739
644177,THEFT,N,2019-08-10,OTHER / UNKNOWN,78701,30.26658149,-97.73692775
644189,FAMILY DISTURBANCE,N,2021-12-20,RESIDENCE / HOME,78741,30.22693943,-97.74038465
644222,FAMILY DISTURBANCE,N,2020-01-06,RESIDENCE / HOME,78753,30.37851999,-97.66730441
644250,THEFT,N,2020-03-01,RESIDENCE / HOME,78753,30.35921563,-97.68739067
644254,BURGLARY OF VEHICLE,N,2020-08-26,OTHER / UNKNOWN,78741,30.23903874,-97.72375626
644277,CRIMINAL MISCHIEF,N,2021-03-25,RESIDENCE / HOME,78752,30.33351295,-97.69150727
644289,FAMILY DISTURBANCE,N,2021-05-09,RESIDENCE / HOME,78744,30.18352332,-97.75798627
